Headline,Date,Stock_Ticker
"Chip Stocks Largely Unaffected As Traders Circulate Earlier DigiTimes Article 'Nvidia wary of possible cryptocurrency demand drop': NVIDIA Shares Up 0.6%, AMD Up 0.5%, Intel Up 1.8%",2018-03-13,NVDA
UPDATE: NVIDIA Appoints Colette Kress as Chief Financial Officer,2013-09-16,NVDA
UPDATE: Morgan Stanley Downgrades NVIDIA On Projections Of Significant Headwinds,2013-11-18,NVDA
"UPDATE: Nvidia to Provide Full Q1 Results, Outlook on Thursday as Initially Scheduled",2014-05-06,NVDA
Shares of several semiconductor companies are trading lower potentially on coronavirus fears. NOTE: The market had a sharp selloff. Not seeing any news to justify the bearish price action.,2020-02-20,NVDA
Apple Increased Smartphone Market Share In China In Q1 During Pandemic: Report,2020-05-01,AAPL
Peloton Makes Its Fitness App Available On Apple TV After Pandemic Demand Surge,2020-06-03,AAPL
Benzinga's Top Pre-Market Losers,2011-09-19,NVDA
"Earnings Scheduled For February 13, 2020",2020-02-13,NVDA
"More Than 25 US Apple Stores To Reopen, 100 Now Open Around The World",2020-05-18,AAPL
NVIDIA Expects Q2 Revenue to Grow 4% to 6%,2011-05-12,NVDA
7 Stocks Moving In Thursday's After-Hours Session,2019-02-14,NVDA
US Stock Futures Drop Ahead Of Economic Data,2014-11-03,NVDA
Will Shield Stop Nvidia's Growth From Fading?,2013-08-09,NVDA
UPDATE: Social Capital's Chamath Palihapitiya On CNBC Said NVIDIA Could Be A Short In Chip Space,2017-12-12,NVDA
"Sell-Side Largely Bullish On Nvidia, With Eye On Anticipated Second-Half Recovery",2019-03-20,NVDA
NVIDIA Option Alert: Mar 15 $175 Calls Sweep (2) near the midpoint: 600 @ $9.95 vs 566 OI; Ref=$147.11,2018-11-20,NVDA
How Large Apple Option Traders Are Positioning Ahead Of Earnings,2020-04-27,AAPL
Here's How Long It Took Nvidia To Reach A $100B Market Cap,2020-05-21,NVDA
"Jim Cramer Advises His Viewers On Disney, AMD, RH And More",2018-03-14,NVDA
"Mizuho Reiterates Buy on NVIDIA, Raises Price Target to $400",2020-05-22,NVDA
Semiconductors Moving Lower Amid Microchip Lowered Guidance,2014-10-10,NVDA
Nvidia Invests In Bay Area Artificial Intelligence Startup,2017-11-30,NVDA
Morgan Stanley's Bull Case For Nvidia Unchanged By Near-Term Concerns,2018-11-08,NVDA
"European Union Antitrust Regulators Charge Qualcomm With New Violation In Case Related To NVIDIA Unit, ICERA",2018-07-19,NVDA
"If Lendingtree Continues To Deliver, A Major Short Squeeze Could Be On The Horizon",2017-01-11,NVDA
"Cantor Fitzgerald Initiates Coverage on Nvidia at Buy, Announces PT of $20",2012-04-05,NVDA
Watch These 3 Huge Put Purchases In Monday Trade,2017-07-31,NVDA
BofA Highlights The Most 'Underowned' Semi Stocks,2018-06-12,NVDA
"UPDATE: Bernstein Downgrades Nvidia As Firm Notes 'the latest cut appears much more fundamentally demand-driven, with the question of the ""true"" run-rate of the gaming business remaining up in the air for now'",2019-02-11,NVDA
"NVIDIA Reports Q1 EPS $0.46 vs. Est. $0.32, Rev. $1.3B vs. Est. $1.26B",2016-05-12,NVDA
These 5 Stocks Will Benefit From Windows 8,2011-09-13,NVDA
"Stocks Which Set New 52-Week High Yesterday, October 1st",2018-10-02,NVDA
Nvidia Up 13% After Q1 Beat,2017-05-10,NVDA
Hearing Unconfirmed Market Chatter of David Einhorn Long Position in Nvidia,2014-04-03,NVDA
Esports Continue To Become More Mainstream And a Bigger Part Of The Gaming Industry,2018-03-21,NVDA
Analysts: Nvidia Needs A Big Second Half Of 2019,2019-02-15,NVDA
"BlueFin Research: Graphics Card Market For AMD, Nvidia Continues To Cool In Q2",2018-06-06,NVDA
M Science Out Negative On Nvidia,2016-11-07,NVDA
14 Technology Stocks Moving In Thursday's Pre-Market Session,2019-09-05,NVDA
Option Alert: NVDA Jul16 39.0 Puts Sweep: 1176 @ ASK $0.11: 2405 traded vs 705 OI: Earnings 8/4 $47.30 Ref,2016-06-21,NVDA
9 Takeaways From The JPMorgan Healthcare Conference,2020-01-17,NVDA
"BoA Likes Avago, Intel And Others Semiconductor Giants After Meeting Asian Investors",2016-03-21,NVDA
"Nvidia Reportedly Eyeing 5nm Chips Even As Apple, AMD Ramp Up Orders",2020-04-24,AAPL
"Shares of technology companies are trading higher amid a continued rebound in equities following last week's selloff. Shares sold off last week amid coronavirus fears in China, as the sector has exposure to the country.",2020-02-04,NVDA
"Benzinga's Top ETF Gainers, March 10th (ERY, EDZ, TZA, SOXS)",2011-03-10,NVDA
"Fed And FedEx: While Fed Meeting Dominates News, Don't Forget Trade Situation",2019-03-20,NVDA
Release of AMD Radeon R9 and R7 GPUs Expected to Pressure Nvidia to Offer Price Cuts -Digitimes,2013-09-27,NVDA
NVIDIA Has Significant Room For Further Gains,2016-12-28,NVDA
"NVIDIA To Report Q4 Earnings After The Closing Bell, Co. Historically Issues Its Report At 4:20 p.m. ET; Things To Watch Include Gaming And Datacenter Revenue, For Which The Company Previously Guidance",2019-02-14,NVDA
"Ready Trader One: Events, Stocks To Watch At E3",2019-06-08,NVDA
Citron's Andrew Left: Move Your Money From Nvidia To Google,2017-06-09,NVDA
Shares of Shares of several semiconductor and technology companies are trading higher on continued trade optimism. The recent US-Mexico deal boosted confidence that the US could also strike a deal with China.,2019-06-11,NVDA
Option Alert: NVDA Oct16 55.0 Calls Sweep: 5001 @ Above Ask! $5.20: 5182 traded vs 885 OI: Earnings 8/11 After Close $56.97 Ref,2016-08-04,NVDA
Global Barometer: Oracle Earnings Could Provide Insight On Economy,2019-03-14,NVDA
"10 Stocks To Watch For August 16, 2018",2018-08-16,NVDA
"UPDATE: In 10-Q Filing, Nvidia Reiterates Patent Infringement Complaint Filed by Samsung; Says has Not Yet Responded to Complaint",2014-11-19,NVDA
Pacific Crest Upgrades NVIDIA Corp To Sector Perform,2014-11-03,NVDA
Shares of semiconductor companies are trading higher after Qualcomm reported better-than-expected Q4 results.,2019-11-07,NVDA
"Apple Announces Updated MacBook Pro Offering 10th Generation Processor For Up To 80% Faster Graphics Performance; Starting At $1,299 And $1,199 For Education",2020-05-04,AAPL
"Market update- AmerisourceBergen, ABC, TOT, Exxon, XOM, Nvidia, NVDA",2011-05-13,NVDA
10 Biggest Price Target Changes For Friday,2019-11-15,NVDA
UPDATE: NVIDIA Q4 Analyst Consensus Estimate for Sales $1.21B,2015-11-05,NVDA
"Wedbush Maintains Outperform on NVIDIA, Raises Price Target to $295",2020-02-12,NVDA
UPDATE: NVidia Sees Q4 Revenues $1.04B-$1.09B vs $1.07B Est,2011-11-10,NVDA
Needham Upgrades NVIDIA Corporation - Common Stock to Buy,2016-11-14,NVDA
"Big Earnings Day As Honeywell, Procter & Gamble, Schlumberger Among Those Reporting",2020-04-17,AAPL
Apple Vs. Tesla: Morgan Stanley Breaks Down The Parallels,2020-05-21,AAPL
"Mobileye Stock Weakness Unwarranted, Wells Fargo Says Buy The Stock",2016-11-18,NVDA
"Oil Giants Persist In Paradoxical Behavior, But They Can Afford It",2020-03-18,AAPL
"NVIDIA Names Cabrera General Counsel, Names Shannon as Chief Administrative Officer",2014-01-14,NVDA
"12 Stocks To Watch For May 10, 2017",2017-05-10,NVDA
"Benzinga's Top ETF Gainers, February 8th",2012-02-08,NVDA
"Travel, Airline Stocks In Focus Amid Fresh Weakness; Amazon To Hire 100,000 Workers",2020-03-18,AAPL
Nvidia Plummets Following Lower-Than-Expected Q4 Sales Guidance,2018-11-15,NVDA
"#PreMarket Primer: Monday, June 23: BNP Expected To Pay $9 Billion For Sanctions Violations",2014-06-23,NVDA
Nvidia Raises Dividend From $0.14 To $0.15,2017-11-09,NVDA
"Airline Shares Jump As Stimulus Agreement Offers Relief, While Nike Up On Earnings",2020-03-25,NVDA
Todd Gordon's Bullish Nvidia Trade,2017-07-07,NVDA
SEMI Reports Semiconductor Equipment Sales to Rise to Record High in 2018,2018-12-13,NVDA
"Benzinga's Weekly Bulls & Bears: Bitcoin, Ford, Lululemon, Nike And More",2017-12-17,NVDA
REX Shares Rolls Out A New ETN For FAANG Fans,2019-11-13,NVDA
"Short Sellers Continue to Pile on KLA-Tencor (AMAT, KLAC, TXN)",2013-07-25,NVDA
"Aw Snap, Is Market Gonna Crackle or Pop?",2011-08-02,NVDA
The Market In 5 Minutes,2017-02-23,NVDA
NVIDIA Introduces First Unified Computing Platform for Both AI and High Performance Computing,2018-05-30,NVDA
"Morgan Stanley Maintains Overweight on Apple, Raises Price Target to $340",2020-06-03,AAPL
> Option Alert: NVDA Apr16 26.0 Puts Sweep: 1170 @ ASK $0.17: 3868 traded vs 729 OI: $31.89 Ref,2016-03-08,NVDA
Market Wrap For March 19: Yellen Hints of Higher Rates & Sooner Than Expected End To Taper,2014-03-19,NVDA
"Loup Ventures' Gene Munster, In Benzinga Interview, Says He Likes Nvidia Among Chip-makers; Munster says 'I think it is going to be difficult to displace them,' Compares Co. To Intel In 1985",2017-06-14,NVDA
Benzinga's Top Downgrades,2013-11-18,NVDA
"Bulls And Bears Of The Week: Apple, Cisco, Salesforce, Walmart And More",2019-08-17,NVDA
KeyBanc's Takeaways From Nvidia's Q1 Report,2018-05-11,NVDA
"You're Entering the ""Show-Me State"" As Chip Firms Get Ready To Report",2019-04-30,NVDA
Option Alert: $NVDA Dec $28 Call Sweep; 1774 Contracts @Ask @$1.51,2015-11-05,NVDA
Sentiment Remains Soft On Nvidia,2017-05-08,NVDA
Markets Rise; Zynga Lowers 2014 Forecast,2014-08-08,NVDA
Can You Guess This Chart?,2016-11-14,NVDA
"Benzinga's Top Upgrades, Downgrades For November 10, 2017",2017-11-10,NVDA
"UPDATE: Rosenblatt Maintains Buy On Nvidia, Raises Target To $315 Notes 'Solid beat and raise with a conservative guide (coronavirus impact of ~$100 million) that suggests consensus estimates move up driven by a strong data center recovery'",2020-02-14,NVDA
Stocks Hitting 52-Week Highs,2015-09-30,NVDA
Facebook At Key Inflection Point,2020-02-06,NVDA
"Amazon Hiring 100,000 Workers To Meet Increased Demand As Coronavirus Forces Social Distancing",2020-03-17,AAPL
"Benzinga's Bulls & Bears Of The Week: AbbVie, Netflix, Philip Morris, Wells Fargo And More",2018-07-22,NVDA
"'Secretive Chinese bitcoin mining company just revealed a new chip that could hurt AMD, Nvidia'",2018-04-03,NVDA
"NVIDIA shares are trading higher. Analysts have reacted positively to Tuesday's investor Q&A session, including with regards to the company's 7nm Ampere development.",2019-11-20,NVDA
11 Technology Stocks Moving In Wednesday's Pre-Market Session,2020-03-18,NVDA
Apple Unveils Update To Logic Pro,2020-05-12,AAPL
22 Stocks Moving in Monday's Pre-Market Session,2020-03-16,AAPL
"CNBC Reports 'Apple, Nvidia shares fall after a key Asian chip partner gives weak guidance'; Taiwan Semiconductor Manufacturing Said Its Q2 Sales Guidance Is $7.8-$7.9B vs $8.8B Est.; Blames Weakness On Softening High-End Smartphone Demand, Crytpo Market",2018-04-19,NVDA
Option Alert: NVDA Jun16 45.5 Puts Sweep: 1174 @ ASK $1.24: 4447 traded vs 237 OI: $45.62 Ref,2016-05-26,NVDA
Focus is on Dollar & Greece 05-13-2011,2011-05-13,NVDA
"Here's How Much Investing $1,000 In The 2015 Fitbit IPO Would Be Worth Today",2020-05-18,AAPL
Why Goldman Is Downgrading Nvidia (And The Stock Is Down 2%),2015-03-23,NVDA
"The Week Ahead: Host of Earnings on Tap; Investors Watching Anadarko, Activision, and Whole Foods",2013-05-03,NVDA
"Cramer's Plea To New Investors: Don't Just Listen To Me, Do Your Homework",2017-07-22,NVDA
Another Bank Beats: Morgan Stanley Latest To Exceed Expectations On Strong Trading,2020-01-16,NVDA
Apple's New MacBook Specs Take On Top Competitors,2016-10-27,NVDA
'Morons buying $NVDA on higher crypto. They do ethereum and it is 5% max.. So sell it please. Get off my dog.',2018-04-13,NVDA
Cramer: NASDAQ Rebound Makes Sense As It Better Represents Economy,2020-06-09,AAPL
5 Biggest Price Target Changes For Wednesday,2016-12-28,NVDA
BioXcel Therapeutics CEO Says Wearable Devices Are Another Tool To Combat Alzheimer's Agitation,2020-04-15,AAPL
"Morgan Stanley Upgrades AMD, Says 'Table Is Set Well' For 2020",2019-06-06,NVDA
"UPDATE: Atlantic Equities Initiates NVIDIA With Overweight And A $195 Target As Firm Believes 'the headwinds are transitory and growth should re-accelerate given underlying fundamentals, leaving the recent sell-off creating an attractive entry point'",2019-02-22,NVDA
Solid Extra-Base Hit From GDP Breaks Up Otherwise Dull Week On Street,2018-08-29,NVDA
Apple Earnings: Outstanding Achievement in the Field of Excellence,2012-01-25,NVDA
Rambus and NVIDIA Sign Patent License Agreement,2012-02-08,NVDA
Option Alert: NVDA Feb16 27.0 Puts Sweep: 612 @ ASK $1.46: 1131 traded vs 194 OI: Earnings 2/10 $27.35 Ref,2016-01-19,NVDA
Benzinga's Top Pre-Market Losers,2012-08-27,NVDA
Can Market Draw a Seven? DJIA Up Six Straight Days Amid Tech Rally,2018-05-11,NVDA
"Citron's Andrew Left on CNBC Says Likes Nvidia, But Market Got Ahead of Itself",2016-12-28,NVDA
"JMP Sees NVIDIA Slide From $33.44 2 Weeks Ago To Current Share Price Of $27.35 Ahead Of VR, AI, And Autonomous Driving",2016-01-20,NVDA
"Short Sellers Load Up On Applied Materials And Other Chip Stocks (AMAT, MU, NVDA)",2013-09-12,NVDA
"ICYMI: Cigna And Express Scripts, AMD And Nvidia, Amazon And Wayfair",2018-03-08,NVDA
"Morgan Stanley Maintains Equal-Weight on NVIDIA, Raises Price Target to $217",2019-11-15,NVDA
Vetr Downgrades Nvidia After Big Earnings Beat,2017-05-11,NVDA
Shares of several semiconductor companies are trading higher on progression in U.S.-China trade talks and positive sentiment from strong earnings reports.,2019-10-28,NVDA
"Oppenheimer Maintains Outperform on NVIDIA, Raises Price Target to $400",2020-05-22,NVDA
NVIDIA Announces Fastest Gaming GPU Ever,2017-03-01,NVDA
Bernstein Surveys The Semis Space After 'Processor-Gate',2018-01-16,NVDA
Some Staples Stocks Bouncing Back After Sliding In Recent Rally As Caution Tightens Grip,2020-04-01,AAPL
NVIDIA Sees Q3 Sales $1.18B +/- 2%,2015-08-06,NVDA
"Earnings Scheduled For May 21, 2020",2020-05-21,NVDA
"Friday Follies: Brexit, Semiconductor, And Tariffs All Take Center Stage",2018-11-16,NVDA
"Jim Cramer Gives His Opinion On Nvidia, Cisco And More",2019-07-31,NVDA
"Jefferies Upgrades NVIDIA to Buy, Raises PT to $30.00",2015-09-17,NVDA
"Evercore Partners Maintains Underweight, $11 Price Target on NVIDIA",2012-01-11,NVDA
UPDATE: Jefferies Lowers Target to $16 on NVIDIA,2012-01-25,NVDA
5 Semiconductor Stocks To Love (And 6 To Worry About),2015-09-28,NVDA
"Nvidia Cuts Prices, Will Release New Graphics Card -DigiTimes",2013-10-09,NVDA
Nvidia Option Alert: Feb 16 $255 Calls at the Ask: 1350 @ $1.48 vs 282 OI; Earnings 2/8 After Close [est] Ref=$218.92,2018-01-17,NVDA
"SunTrust Robinson Humphrey Initiates Coverage on NVIDIA at Neutral, Announces $59.00 PT",2016-09-20,NVDA
Here Are The 5 Most Bought And Sold Stocks Of TD Ameritrade Clients In 2017,2018-01-12,NVDA
These Were The Most Bought And Sold Stocks In July,2017-08-07,NVDA
"'Apple iPhone demand destruction 'intensifying,' says Cleveland Research' - Walter Bloomberg",2020-03-27,AAPL
"Benzinga's Top ETF Decliners, October 13th (SOXS, FAS, AGQ, NUGT)",2011-10-14,NVDA
"Watching Semiconductor Stocks, The VanEck Semi ETF Amid Circulation Of Comment From Citi Highlighting A Belief An 'Extreme' Component Of The Trump Admin.'s Crack Down On US Exports Could Include A Ban On The Sale Of US Semi Components To China",2018-11-27,NVDA
"Benzinga's Top Upgrades, Downgrades For April 10, 2018",2018-04-10,NVDA
"SunTrust Robinson Humphrey Maintains Buy on NVIDIA, Raises Price Target to $327",2020-05-07,NVDA
Top 10 S&P Stocks Of The Obama Presidency,2017-01-11,NVDA
"Facebook, Google Make Glassdoor's List Of Top 50 Places To Work",2016-12-07,NVDA
NVIDIA Delivers Second Consecutive Spectacular Quarter,2016-11-11,NVDA
Tesla Rips Following Unit Figures Release; Morgan Stanley's Subsequent Commentary Focuses On Safety,2017-04-03,NVDA
"Option Alert: Nvidia Oct 10 $18.5 Call; 1,000 Contract Trade at Ask @$0.11; Currently $17.83",2014-10-02,NVDA
Analysts Weigh In On AMD Earnings Relief Rally,2019-01-30,NVDA
"FBR Capital Markets Maintains Nvidia at Market Perform, Raises PT from $14 to $16",2012-11-09,NVDA
"Shares of several semiconductor companies are trading lower as trade concerns continue to escalate following a new 15% tariff, which was added to $112 billion worth of Chinese goods on Sunday.",2019-09-03,NVDA
Vetr Community Downgrades Nvidia,2018-01-23,NVDA
7 Biggest Price Target Changes For Wednesday,2017-06-14,NVDA
Shares of several semiconductors companies are trading higher on a potential rebound following a recent downturn the sector has experienced over the past few months amid growing trade tensions.,2019-08-08,NVDA
"From NVIDIA Q1 Earnings Conference Call: Sales To Gaming Unit $1.05B, Down 39% Year Over Year, Sales To Data Center Unit $634M, Down 10% YoY",2019-05-16,NVDA
NVIDIA Wins $20M DARPA Contract for High-Performance Embedded Processor Research,2012-12-12,NVDA
Option Alert: NVDA Feb16 32.0 Calls Sweep: 2499 @ ASK $1.05: 2500 traded vs 2233 OI: Earnings 2/10 $30.40 Ref,2016-01-13,NVDA
Nvidia Trades Higher On Q2 Earnings Beat,2019-08-15,NVDA
B Riley FBR: Nvidia Remains Attractive For Growth Investors Ahead Of Analyst Day,2018-03-19,NVDA
"UPDATE: Cascend Reiterates Buy On Apple, Lowers Target To $325 Notes 'not providing guidance is worrying even as the company performs solidly in a difficult environment",2020-05-01,AAPL
Positive Rumors Circulate About Nvidia,2012-04-02,NVDA
"Top Performing Industries For February 12, 2015",2015-02-12,NVDA
"NVIDIA Beats Q2 Views, Shares Jump",2015-08-06,NVDA
Will FANG Lead The Market Rebound?,2020-04-09,NVDA
41 Stocks Moving In Friday's Mid-Day Session,2018-08-17,NVDA
NVIDIA shares are trading higher after the company reported better-than-expected Q4 EPS and sales results.,2020-02-13,NVDA
Bernstein Downgrades 'Hamstrung' Nvidia,2019-02-11,NVDA
